id,s_date,fuel_price,max_ws
2,2011-11-18T05:00:00.000Z,3.308,204812
14,2010-08-06T04:00:00.000Z,2.784,204695
13,2011-12-16T05:00:00.000Z,3.282,204198
1,2011-11-25T05:00:00.000Z,3.236,203670
14,2010-04-02T04:00:00.000Z,2.85,203457
11,2011-12-23T05:00:00.000Z,3.112,202870
18,2010-12-24T05:00:00.000Z,3.15,202655
10,2010-02-12T05:00:00.000Z,2.828,202622
27,2011-12-23T05:00:00.000Z,3.587,202270
4,2011-11-18T05:00:00.000Z,3.294,202030
2,2010-12-17T05:00:00.000Z,2.869,201863
14,2012-05-04T04:00:00.000Z,3.951,200790
14,2010-11-12T05:00:00.000Z,2.931,200451
14,2011-03-04T05:00:00.000Z,3.433,200367
20,2011-11-11T05:00:00.000Z,3.53,199274
10,2011-02-04T05:00:00.000Z,3.348,198884
14,2011-01-07T05:00:00.000Z,3.193,198789
25,2010-11-26T05:00:00.000Z,3.039,198720
14,2010-09-03T04:00:00.000Z,2.715,198705
13,2011-11-18T05:00:00.000Z,3.489,198587
14,2012-02-03T05:00:00.000Z,3.617,198551
14,2010-07-02T04:00:00.000Z,2.815,198349
20,2011-12-09T05:00:00.000Z,3.415,198054
45,2011-11-25T05:00:00.000Z,3.492,198041
20,2012-01-13T05:00:00.000Z,3.513,197650
14,2010-11-19T05:00:00.000Z,3,197466
14,2011-08-05T04:00:00.000Z,3.842,197416
20,2010-12-10T05:00:00.000Z,3.109,197375
14,2010-03-12T05:00:00.000Z,2.818,197070
20,2011-11-18T05:00:00.000Z,3.53,196839
1,2010-11-26T05:00:00.000Z,2.735,196810
14,2011-05-06T04:00:00.000Z,4.046,196628
26,2010-11-26T05:00:00.000Z,3.07,196616
2,2011-12-09T05:00:00.000Z,3.158,195954
4,2011-12-16T05:00:00.000Z,3.149,195604
2,2011-02-11T05:00:00.000Z,3.022,195483
13,2011-11-11T05:00:00.000Z,3.513,195400
20,2010-02-05T05:00:00.000Z,2.784,195224
13,2011-10-07T04:00:00.000Z,3.592,194865
1,2011-12-23T05:00:00.000Z,3.112,194840
20,2012-03-09T05:00:00.000Z,3.848,194732
14,2010-06-11T04:00:00.000Z,2.809,194724
17,2011-11-25T05:00:00.000Z,3.445,194661
13,2011-12-09T05:00:00.000Z,3.341,194474
14,2012-05-11T04:00:00.000Z,3.889,194035
20,2012-08-10T04:00:00.000Z,3.722,194032
2,2012-10-05T04:00:00.000Z,3.617,192861
18,2011-12-23T05:00:00.000Z,3.413,192696
14,2011-11-18T05:00:00.000Z,3.53,192681
2,2012-10-12T04:00:00.000Z,3.601,192456
14,2010-02-19T05:00:00.000Z,2.745,192282
19,2011-12-23T05:00:00.000Z,3.587,192010
10,2010-03-05T05:00:00.000Z,2.877,191990
14,2010-07-09T04:00:00.000Z,2.793,191982
20,2012-07-13T04:00:00.000Z,3.523,191882
14,2011-04-22T04:00:00.000Z,3.892,191841
14,2011-03-11T05:00:00.000Z,3.582,191167
20,2012-10-12T04:00:00.000Z,4,191136
2,2011-11-11T05:00:00.000Z,3.297,190980
14,2011-06-10T04:00:00.000Z,3.881,190737
20,2011-01-14T05:00:00.000Z,3.205,190729
14,2012-09-07T04:00:00.000Z,3.911,190580
14,2012-03-02T05:00:00.000Z,3.816,190545
20,2010-12-17T05:00:00.000Z,3.14,190354
10,2012-02-17T05:00:00.000Z,3.781,190138
14,2010-06-04T04:00:00.000Z,2.847,190128
25,2011-11-25T05:00:00.000Z,3.492,189533
20,2011-02-04T05:00:00.000Z,3.231,189494
14,2011-02-11T05:00:00.000Z,3.239,189115
20,2012-06-08T04:00:00.000Z,3.689,188979
2,2010-12-10T05:00:00.000Z,2.843,188810
14,2011-07-08T04:00:00.000Z,3.711,188688
14,2010-06-18T04:00:00.000Z,2.78,188046
14,2011-10-14T04:00:00.000Z,3.541,187911
14,2010-05-28T04:00:00.000Z,2.899,187739
20,2011-10-07T04:00:00.000Z,3.583,187148
20,2012-10-05T04:00:00.000Z,3.985,187027
2,2012-02-17T05:00:00.000Z,3.51,186889
4,2012-02-10T05:00:00.000Z,3.411,186880
20,2012-09-14T04:00:00.000Z,3.948,186759
4,2012-01-13T05:00:00.000Z,3.263,186644
4,2012-10-05T04:00:00.000Z,3.62,186275
4,2011-12-09T05:00:00.000Z,3.153,186204
20,2011-11-04T04:00:00.000Z,3.551,186065
10,2010-02-26T05:00:00.000Z,2.825,186002
35,2011-12-23T05:00:00.000Z,3.389,185794
14,2012-02-17T05:00:00.000Z,3.695,185745
14,2012-01-20T05:00:00.000Z,3.533,185683
13,2012-03-16T04:00:00.000Z,3.529,185619
20,2012-02-17T05:00:00.000Z,3.695,185463
4,2012-04-06T04:00:00.000Z,3.864,185383
20,2012-07-06T04:00:00.000Z,3.475,185215
2,2012-04-06T04:00:00.000Z,3.891,185061
10,2010-02-19T05:00:00.000Z,2.915,184982
13,2012-10-12T04:00:00.000Z,3.797,184760
20,2012-05-11T04:00:00.000Z,3.889,184634
20,2010-04-16T04:00:00.000Z,2.899,184592
2,2012-02-10T05:00:00.000Z,3.409,184489
13,2012-10-19T04:00:00.000Z,3.781,184451
13,2012-02-10T05:00:00.000Z,3.116,184390
14,2012-02-24T05:00:00.000Z,3.739,184077
13,2012-01-20T05:00:00.000Z,3.047,183931
4,2012-01-06T05:00:00.000Z,3.158,183928
13,2012-02-17T05:00:00.000Z,3.119,183900
20,2012-01-20T05:00:00.000Z,3.533,183871
13,2012-10-26T04:00:00.000Z,3.755,183484
14,2011-10-28T04:00:00.000Z,3.569,183447
20,2012-02-03T05:00:00.000Z,3.617,183394
7,2010-11-26T05:00:00.000Z,2.742,183338
2,2011-02-04T05:00:00.000Z,2.989,183305
13,2012-06-15T04:00:00.000Z,3.756,183229
14,2010-05-21T04:00:00.000Z,2.958,183183
14,2010-04-23T04:00:00.000Z,2.902,183147
20,2011-10-14T04:00:00.000Z,3.541,182995
4,2011-11-11T05:00:00.000Z,3.286,182940
4,2010-11-19T05:00:00.000Z,2.78,182936
13,2012-03-09T05:00:00.000Z,3.38,182559
20,2012-06-15T04:00:00.000Z,3.62,182449
27,2011-08-26T04:00:00.000Z,3.906,182446
13,2012-09-07T04:00:00.000Z,3.689,182297
2,2012-09-07T04:00:00.000Z,3.73,182189
14,2010-10-15T04:00:00.000Z,2.868,182166
2,2010-02-12T05:00:00.000Z,2.548,182143
2,2012-01-13T05:00:00.000Z,3.261,182047
13,2012-08-17T04:00:00.000Z,3.545,182032
13,2011-11-04T04:00:00.000Z,3.538,181936
23,2010-12-17T05:00:00.000Z,3.139,181905
13,2012-04-06T04:00:00.000Z,3.793,181895
4,2012-02-17T05:00:00.000Z,3.493,181813
14,2010-08-13T04:00:00.000Z,2.805,181730
2,2011-01-14T05:00:00.000Z,2.983,181576
13,2012-10-05T04:00:00.000Z,3.815,181472
1,2010-12-24T05:00:00.000Z,2.886,181376
2,2012-06-08T04:00:00.000Z,3.452,181332
2,2010-11-12T05:00:00.000Z,2.728,181297
13,2012-04-20T04:00:00.000Z,3.845,181184
20,2010-08-13T04:00:00.000Z,2.805,181158
14,2011-10-21T04:00:00.000Z,3.57,181128
4,2012-09-14T04:00:00.000Z,3.706,180938
20,2010-11-12T05:00:00.000Z,2.931,180840
22,2011-12-23T05:00:00.000Z,3.413,180773
14,2010-10-22T04:00:00.000Z,2.917,180586
14,2010-04-09T04:00:00.000Z,2.869,180584
14,2011-05-20T04:00:00.000Z,4.062,180525
14,2010-08-20T04:00:00.000Z,2.779,180468
4,2012-01-20T05:00:00.000Z,3.273,180360
14,2011-02-25T05:00:00.000Z,3.274,180355
14,2012-05-25T04:00:00.000Z,3.798,180252
41,2010-12-24T05:00:00.000Z,2.781,180251
14,2010-09-17T04:00:00.000Z,2.706,179946
13,2012-07-20T04:00:00.000Z,3.556,179823
20,2012-01-06T05:00:00.000Z,3.422,179796
13,2012-06-08T04:00:00.000Z,3.776,179696
13,2012-09-21T04:00:00.000Z,3.821,179575
4,2012-10-12T04:00:00.000Z,3.603,179527
2,2012-09-14T04:00:00.000Z,3.717,179420
13,2012-03-02T05:00:00.000Z,3.242,179408
14,2012-03-16T04:00:00.000Z,3.862,179179
4,2011-11-04T04:00:00.000Z,3.322,179147
2,2012-07-06T04:00:00.000Z,3.227,179105
2,2010-02-05T05:00:00.000Z,2.572,178983
20,2010-07-02T04:00:00.000Z,2.815,178966
14,2011-03-18T04:00:00.000Z,3.631,178875
14,2010-06-25T04:00:00.000Z,2.808,178621
20,2012-08-17T04:00:00.000Z,3.807,178604
13,2012-07-06T04:00:00.000Z,3.63,178572
4,2012-06-15T04:00:00.000Z,3.372,178542
13,2012-01-13T05:00:00.000Z,3.056,178456
4,2012-02-03T05:00:00.000Z,3.354,178296
14,2011-09-23T04:00:00.000Z,3.711,178289
13,2012-01-06T05:00:00.000Z,3.08,178258
20,2010-11-05T04:00:00.000Z,2.917,178190
4,2011-10-07T04:00:00.000Z,3.299,178151
14,2012-01-13T05:00:00.000Z,3.513,178049
20,2012-09-07T04:00:00.000Z,3.911,178043
14,2010-03-19T04:00:00.000Z,2.844,178029
4,2012-09-07T04:00:00.000Z,3.709,177979
35,2010-02-19T05:00:00.000Z,2.745,177836
14,2010-12-03T05:00:00.000Z,3.046,177804
14,2010-07-16T04:00:00.000Z,2.783,177803
20,2011-09-09T04:00:00.000Z,3.738,177797
14,2011-01-14T05:00:00.000Z,3.205,177641
41,2011-12-23T05:00:00.000Z,3.173,177638
27,2010-02-05T05:00:00.000Z,2.954,177606
10,2010-12-10T05:00:00.000Z,3.091,177442
14,2011-09-16T04:00:00.000Z,3.742,177438
4,2012-10-19T04:00:00.000Z,3.61,177407
2,2012-01-06T05:00:00.000Z,3.157,177356
4,2011-06-17T04:00:00.000Z,3.618,177156
17,2010-11-26T05:00:00.000Z,2.83,177156
14,2010-05-14T04:00:00.000Z,2.982,177116
2,2012-03-09T05:00:00.000Z,3.669,177088
14,2010-04-30T04:00:00.000Z,2.921,177014
20,2012-03-16T04:00:00.000Z,3.862,176690
13,2011-10-21T04:00:00.000Z,3.579,176632
20,2011-03-11T05:00:00.000Z,3.582,176574
2,2012-02-03T05:00:00.000Z,3.36,176422
13,2012-02-03T05:00:00.000Z,3.077,176393
2,2011-10-07T04:00:00.000Z,3.285,176376
13,2012-05-11T04:00:00.000Z,3.809,176346
20,2010-11-19T05:00:00.000Z,3,176338
4,2012-03-09T05:00:00.000Z,3.667,176297
2,2010-11-05T04:00:00.000Z,2.689,176197
13,2012-09-14T04:00:00.000Z,3.749,176190
14,2010-10-29T04:00:00.000Z,2.921,176155
4,2012-09-21T04:00:00.000Z,3.721,176025
2,2012-10-19T04:00:00.000Z,3.594,175972
14,2010-04-16T04:00:00.000Z,2.899,175844
4,2012-07-06T04:00:00.000Z,3.187,175793
4,2012-06-08T04:00:00.000Z,3.433,175664
14,2011-04-15T04:00:00.000Z,3.821,175531
14,2011-04-01T04:00:00.000Z,3.638,175474
10,2011-03-04T05:00:00.000Z,3.674,175472
14,2011-07-01T04:00:00.000Z,3.748,175469
14,2010-08-27T04:00:00.000Z,2.755,175412
4,2012-08-17T04:00:00.000Z,3.552,175362
6,2011-12-23T05:00:00.000Z,3.112,175338
2,2012-03-16T04:00:00.000Z,3.734,175209
20,2011-02-11T05:00:00.000Z,3.239,175121
4,2012-03-16T04:00:00.000Z,3.707,175034
24,2010-12-24T05:00:00.000Z,3.309,174889
14,2011-08-12T04:00:00.000Z,3.812,174877
14,2011-02-18T05:00:00.000Z,3.245,174864
13,2011-10-14T04:00:00.000Z,3.567,174861
20,2010-05-28T04:00:00.000Z,2.899,174715
27,2010-03-12T05:00:00.000Z,2.938,174608
20,2011-06-10T04:00:00.000Z,3.881,174558
20,2011-09-16T04:00:00.000Z,3.742,174558
27,2010-02-19T05:00:00.000Z,2.909,174347
14,2010-10-01T04:00:00.000Z,2.707,174220
14,2011-06-17T04:00:00.000Z,3.842,174198
26,2011-11-25T05:00:00.000Z,3.536,174138
20,2011-04-22T04:00:00.000Z,3.892,174113
1,2011-12-16T05:00:00.000Z,3.159,173806
2,2011-11-04T04:00:00.000Z,3.332,173785
14,2011-01-21T05:00:00.000Z,3.229,173772
20,2011-08-12T04:00:00.000Z,3.812,173616
20,2010-06-11T04:00:00.000Z,2.809,173594
20,2011-04-08T04:00:00.000Z,3.72,173517
20,2010-10-08T04:00:00.000Z,2.764,173432
20,2012-03-02T05:00:00.000Z,3.816,173383
10,2011-03-11T05:00:00.000Z,3.63,173300
20,2010-07-09T04:00:00.000Z,2.793,173247
4,2012-05-04T04:00:00.000Z,3.747,173056
4,2012-05-18T04:00:00.000Z,3.62,173005
2,2012-08-17T04:00:00.000Z,3.571,173002
20,2011-08-05T04:00:00.000Z,3.842,172937
2,2010-03-12T05:00:00.000Z,2.667,172794
20,2010-05-07T04:00:00.000Z,2.966,172764
4,2012-02-24T05:00:00.000Z,3.541,172570
13,2011-09-16T04:00:00.000Z,3.641,172475
4,2012-08-10T04:00:00.000Z,3.476,172350
14,2011-12-02T05:00:00.000Z,3.452,172338
20,2010-06-04T04:00:00.000Z,2.847,172257
14,2011-03-25T04:00:00.000Z,3.625,172112
14,2011-09-30T04:00:00.000Z,3.645,172058
21,2011-12-23T05:00:00.000Z,3.112,172053
4,2012-07-20T04:00:00.000Z,3.263,171958
13,2011-09-30T04:00:00.000Z,3.623,171956
13,2012-08-10T04:00:00.000Z,3.509,171785
13,2012-08-03T04:00:00.000Z,3.512,171598
20,2010-06-18T04:00:00.000Z,2.78,171577
4,2011-08-19T04:00:00.000Z,3.55,171554
14,2011-05-27T04:00:00.000Z,3.985,171545
20,2012-10-19T04:00:00.000Z,3.969,171538
20,2012-09-21T04:00:00.000Z,4.038,171529
14,2012-03-30T04:00:00.000Z,3.953,171499
4,2011-10-21T04:00:00.000Z,3.361,171337
4,2011-02-11T05:00:00.000Z,3.033,171158
13,2012-02-24T05:00:00.000Z,3.145,171124
2,2012-04-13T04:00:00.000Z,3.891,170989
14,2010-09-24T04:00:00.000Z,2.713,170831
2,2010-02-19T05:00:00.000Z,2.514,170826
14,2011-08-19T04:00:00.000Z,3.747,170691
13,2010-11-19T05:00:00.000Z,2.842,170623
35,2010-02-12T05:00:00.000Z,2.773,170582
4,2012-07-13T04:00:00.000Z,3.224,170508
1,2011-11-18T05:00:00.000Z,3.308,170303
2,2012-08-10T04:00:00.000Z,3.494,170284
13,2010-12-10T05:00:00.000Z,2.817,170171
4,2012-06-22T04:00:00.000Z,3.329,170132
20,2012-04-13T04:00:00.000Z,4.044,170128
2,2012-08-03T04:00:00.000Z,3.417,170120
4,2012-03-02T05:00:00.000Z,3.619,170056
20,2010-02-12T05:00:00.000Z,2.773,170044
2,2012-08-31T04:00:00.000Z,3.638,169994
13,2012-01-27T05:00:00.000Z,3.058,169990
2,2012-06-15T04:00:00.000Z,3.393,169932
20,2012-05-04T04:00:00.000Z,3.951,169895
27,2010-12-17T05:00:00.000Z,3.301,169859
4,2012-06-29T04:00:00.000Z,3.257,169858
2,2012-05-11T04:00:00.000Z,3.688,169819
2,2012-10-26T04:00:00.000Z,3.506,169784
14,2012-04-27T04:00:00.000Z,4.004,169755
13,2012-07-13T04:00:00.000Z,3.595,169696
2,2012-09-21T04:00:00.000Z,3.721,169646
14,2012-10-05T04:00:00.000Z,3.985,169519
20,2012-08-03T04:00:00.000Z,3.654,169471
4,2012-05-25T04:00:00.000Z,3.551,169455
13,2012-05-18T04:00:00.000Z,3.808,169416
2,2012-01-20T05:00:00.000Z,3.268,169382
4,2012-04-20T04:00:00.000Z,3.864,169276
20,2010-03-05T05:00:00.000Z,2.777,169171
27,2011-11-11T05:00:00.000Z,3.719,169102
13,2012-04-13T04:00:00.000Z,3.833,169091
13,2012-09-28T04:00:00.000Z,3.821,169014
20,2011-07-15T04:00:00.000Z,3.76,169013
4,2011-07-08T04:00:00.000Z,3.469,169000
2,2011-01-07T05:00:00.000Z,2.976,168985
14,2011-07-15T04:00:00.000Z,3.76,168959
4,2011-09-16T04:00:00.000Z,3.532,168868
10,2012-02-24T05:00:00.000Z,3.95,168827
20,2011-04-15T04:00:00.000Z,3.821,168593
20,2011-10-21T04:00:00.000Z,3.57,168520
13,2012-08-24T04:00:00.000Z,3.582,168513
13,2012-05-04T04:00:00.000Z,3.831,168439
2,2012-07-13T04:00:00.000Z,3.256,168346
14,2010-07-23T04:00:00.000Z,2.771,168341
27,2010-11-12T05:00:00.000Z,3.065,168329
4,2012-08-24T04:00:00.000Z,3.61,168317
14,2012-04-20T04:00:00.000Z,4.027,168230
14,2010-07-30T04:00:00.000Z,2.781,168187
4,2011-09-09T04:00:00.000Z,3.554,168014
27,2010-09-10T04:00:00.000Z,2.837,167663
20,2012-02-24T05:00:00.000Z,3.739,167621
31,2010-12-24T05:00:00.000Z,2.886,167602
4,2011-08-12T04:00:00.000Z,3.617,167571
14,2010-03-26T04:00:00.000Z,2.854,167513
2,2011-01-21T05:00:00.000Z,3.016,167388
4,2012-08-03T04:00:00.000Z,3.374,167251
4,2011-06-10T04:00:00.000Z,3.64,167234
2,2012-05-18T04:00:00.000Z,3.63,167197
13,2012-08-31T04:00:00.000Z,3.624,167187
20,2010-09-03T04:00:00.000Z,2.715,167021
2,2012-03-02T05:00:00.000Z,3.63,166967
14,2012-07-06T04:00:00.000Z,3.475,166957
14,2011-06-24T04:00:00.000Z,3.804,166873
13,2010-02-05T05:00:00.000Z,2.666,166872
20,2011-07-08T04:00:00.000Z,3.711,166810
45,2010-12-24T05:00:00.000Z,3.141,166757
20,2010-07-16T04:00:00.000Z,2.783,166720
2,2010-06-18T04:00:00.000Z,2.637,166582
27,2011-12-16T05:00:00.000Z,3.611,166498
2,2010-04-02T04:00:00.000Z,2.719,166476
4,2011-10-14T04:00:00.000Z,3.283,166415
4,2012-01-27T05:00:00.000Z,3.29,166186
2,2010-06-11T04:00:00.000Z,2.668,165917
2,2011-03-11T05:00:00.000Z,3.459,165774
4,2010-02-05T05:00:00.000Z,2.598,165766
10,2010-08-20T04:00:00.000Z,3.041,165742
2,2010-06-04T04:00:00.000Z,2.705,165734
1,2011-11-11T05:00:00.000Z,3.297,165723
4,2011-07-01T04:00:00.000Z,3.504,165692
1,2011-12-09T05:00:00.000Z,3.158,165633
14,2012-06-01T04:00:00.000Z,3.742,165599
13,2011-10-28T04:00:00.000Z,3.567,165501
13,2012-03-23T04:00:00.000Z,3.671,165499
10,2011-11-11T05:00:00.000Z,3.677,165484
13,2011-08-19T04:00:00.000Z,3.578,165405
20,2010-05-14T04:00:00.000Z,2.982,165388
20,2010-09-10T04:00:00.000Z,2.699,165313
20,2011-01-07T05:00:00.000Z,3.193,165285
14,2011-05-13T04:00:00.000Z,4.066,165096
1,2012-04-06T04:00:00.000Z,3.891,165040
2,2011-03-04T05:00:00.000Z,3.288,165034
31,2011-12-23T05:00:00.000Z,3.112,164986
4,2011-02-04T05:00:00.000Z,2.996,164933
4,2012-10-26T04:00:00.000Z,3.514,164892
20,2010-10-15T04:00:00.000Z,2.868,164808
14,2012-04-13T04:00:00.000Z,4.044,164790
20,2011-02-18T05:00:00.000Z,3.245,164733
14,2012-03-23T04:00:00.000Z,3.9,164732
2,2011-09-09T04:00:00.000Z,3.546,164688
4,2012-05-11T04:00:00.000Z,3.685,164658
27,2010-12-10T05:00:00.000Z,3.255,164607
27,2010-04-02T04:00:00.000Z,2.957,164575
2,2012-02-24T05:00:00.000Z,3.555,164492
14,2012-10-26T04:00:00.000Z,3.882,164464
13,2012-06-22T04:00:00.000Z,3.737,164442
2,2012-07-20T04:00:00.000Z,3.311,164393
4,2011-06-24T04:00:00.000Z,3.57,164350
20,2011-09-02T04:00:00.000Z,3.703,164320
20,2010-02-19T05:00:00.000Z,2.745,164314
13,2012-05-25T04:00:00.000Z,3.801,164272
4,2011-07-15T04:00:00.000Z,3.563,164207
4,2012-06-01T04:00:00.000Z,3.483,164194
2,2012-05-04T04:00:00.000Z,3.749,164193
2,2012-04-20T04:00:00.000Z,3.877,164123
10,2011-11-04T04:00:00.000Z,3.828,164086
2,2011-10-14T04:00:00.000Z,3.274,164034
27,2011-09-09T04:00:00.000Z,3.93,163926
4,2012-04-13T04:00:00.000Z,3.881,163876
2,2011-09-16T04:00:00.000Z,3.526,163843
35,2010-02-05T05:00:00.000Z,2.784,163571
4,2011-09-23T04:00:00.000Z,3.473,163452
4,2012-09-28T04:00:00.000Z,3.666,163451
2,2011-03-18T04:00:00.000Z,3.488,163449
4,2010-02-12T05:00:00.000Z,2.573,163407
13,2011-08-05T04:00:00.000Z,3.595,163357
2,2010-03-05T05:00:00.000Z,2.625,163301
4,2010-11-12T05:00:00.000Z,2.741,163300
2,2011-10-21T04:00:00.000Z,3.353,163290
14,2012-08-10T04:00:00.000Z,3.722,163285
4,2011-07-22T04:00:00.000Z,3.627,163242
10,2010-11-12T05:00:00.000Z,3.13,163229
14,2012-01-27T05:00:00.000Z,3.567,163197
20,2011-03-04T05:00:00.000Z,3.433,163169
4,2011-09-02T04:00:00.000Z,3.533,163046
14,2012-05-18T04:00:00.000Z,3.848,163029
20,2010-04-02T04:00:00.000Z,2.85,163023
2,2010-05-07T04:00:00.000Z,2.835,163001
14,2011-06-03T04:00:00.000Z,3.922,162995
4,2012-03-23T04:00:00.000Z,3.759,162950
13,2010-07-02T04:00:00.000Z,2.814,162736
4,2011-04-22T04:00:00.000Z,3.781,162671
27,2011-12-09T05:00:00.000Z,3.627,162590
13,2012-06-29T04:00:00.000Z,3.681,162573
4,2011-02-18T05:00:00.000Z,3.058,162413
27,2011-11-18T05:00:00.000Z,3.717,162411
13,2011-06-17T04:00:00.000Z,3.704,162202
13,2011-07-15T04:00:00.000Z,3.553,162175
10,2012-02-03T05:00:00.000Z,3.543,162153
27,2010-11-19T05:00:00.000Z,3.138,162117
