id,s_date,temperature,max_ws
14,2010-10-29T04:00:00.000Z,61.3,176155
4,2012-09-21T04:00:00.000Z,68.97,176025
2,2012-10-19T04:00:00.000Z,68.08,175972
14,2010-04-16T04:00:00.000Z,54.28,175844
4,2012-07-06T04:00:00.000Z,80.37,175793
4,2012-06-08T04:00:00.000Z,78.11,175664
14,2011-04-15T04:00:00.000Z,53.69,175531
14,2011-04-01T04:00:00.000Z,37.27,175474
10,2011-03-04T05:00:00.000Z,56.96,175472
14,2011-07-01T04:00:00.000Z,74.04,175469
14,2010-08-27T04:00:00.000Z,71.36,175412
4,2012-08-17T04:00:00.000Z,81.41,175362
6,2011-12-23T05:00:00.000Z,49.45,175338
2,2012-03-16T04:00:00.000Z,63.68,175209
20,2011-02-11T05:00:00.000Z,25.38,175121
4,2012-03-16T04:00:00.000Z,59.81,175034
24,2010-12-24T05:00:00.000Z,27.74,174889
14,2011-08-12T04:00:00.000Z,77,174877
14,2011-02-18T05:00:00.000Z,40.7,174864
13,2011-10-14T04:00:00.000Z,51.74,174861
20,2010-05-28T04:00:00.000Z,70.97,174715
27,2010-03-12T05:00:00.000Z,45.98,174608
20,2011-06-10T04:00:00.000Z,73.64,174558
20,2011-09-16T04:00:00.000Z,64.02,174558
27,2010-02-19T05:00:00.000Z,32.44,174347
14,2010-10-01T04:00:00.000Z,70.58,174220
14,2011-06-17T04:00:00.000Z,69.32,174198
26,2011-11-25T05:00:00.000Z,31.07,174138
20,2011-04-22T04:00:00.000Z,52.56,174113
1,2011-12-16T05:00:00.000Z,51.63,173806
2,2011-11-04T04:00:00.000Z,55.53,173785
14,2011-01-21T05:00:00.000Z,30.55,173772
20,2011-08-12T04:00:00.000Z,73.52,173616
20,2010-06-11T04:00:00.000Z,67.32,173594
20,2011-04-08T04:00:00.000Z,47.09,173517
20,2010-10-08T04:00:00.000Z,51.5,173432
20,2012-03-02T05:00:00.000Z,39.98,173383
10,2011-03-11T05:00:00.000Z,64.22,173300
20,2010-07-09T04:00:00.000Z,78.09,173247
4,2012-05-04T04:00:00.000Z,80.14,173056
4,2012-05-18T04:00:00.000Z,68.43,173005
2,2012-08-17T04:00:00.000Z,84.79,173002
20,2011-08-05T04:00:00.000Z,77.8,172937
2,2010-03-12T05:00:00.000Z,57.56,172794
20,2010-05-07T04:00:00.000Z,66.74,172764
4,2012-02-24T05:00:00.000Z,41.31,172570
13,2011-09-16T04:00:00.000Z,67.54,172475
4,2012-08-10T04:00:00.000Z,83.21,172350
14,2011-12-02T05:00:00.000Z,50.19,172338
20,2010-06-04T04:00:00.000Z,72.52,172257
14,2011-03-25T04:00:00.000Z,41.76,172112
14,2011-09-30T04:00:00.000Z,70.66,172058
21,2011-12-23T05:00:00.000Z,46.54,172053
4,2012-07-20T04:00:00.000Z,79.14,171958
13,2011-09-30T04:00:00.000Z,68.28,171956
13,2012-08-10T04:00:00.000Z,81.69,171785
13,2012-08-03T04:00:00.000Z,81.99,171598
20,2010-06-18T04:00:00.000Z,72.62,171577
4,2011-08-19T04:00:00.000Z,82.77,171554
14,2011-05-27T04:00:00.000Z,69.7,171545
20,2012-10-19T04:00:00.000Z,56.26,171538
20,2012-09-21T04:00:00.000Z,60.94,171529
14,2012-03-30T04:00:00.000Z,50.04,171499
4,2011-10-21T04:00:00.000Z,64.79,171337
4,2011-02-11T05:00:00.000Z,33.29,171158
13,2012-02-24T05:00:00.000Z,35.38,171124
2,2012-04-13T04:00:00.000Z,68.08,170989
14,2010-09-24T04:00:00.000Z,68.59,170831
2,2010-02-19T05:00:00.000Z,39.69,170826
14,2011-08-19T04:00:00.000Z,72.98,170691
13,2010-11-19T05:00:00.000Z,42,170623
35,2010-02-12T05:00:00.000Z,29.81,170582
4,2012-07-13T04:00:00.000Z,76.86,170508
1,2011-11-18T05:00:00.000Z,62.25,170303
2,2012-08-10T04:00:00.000Z,88.55,170284
13,2010-12-10T05:00:00.000Z,36.78,170171
4,2012-06-22T04:00:00.000Z,81.63,170132
20,2012-04-13T04:00:00.000Z,45.68,170128
2,2012-08-03T04:00:00.000Z,90.22,170120
4,2012-03-02T05:00:00.000Z,50.38,170056
20,2010-02-12T05:00:00.000Z,22.12,170044
2,2012-08-31T04:00:00.000Z,82.64,169994
13,2012-01-27T05:00:00.000Z,34.32,169990
2,2012-06-15T04:00:00.000Z,80.56,169932
20,2012-05-04T04:00:00.000Z,62.74,169895
27,2010-12-17T05:00:00.000Z,31.62,169859
4,2012-06-29T04:00:00.000Z,84.23,169858
2,2012-05-11T04:00:00.000Z,73.87,169819
2,2012-10-26T04:00:00.000Z,69.79,169784
14,2012-04-27T04:00:00.000Z,53.2,169755
13,2012-07-13T04:00:00.000Z,83.68,169696
2,2012-09-21T04:00:00.000Z,71.09,169646
14,2012-10-05T04:00:00.000Z,64.89,169519
20,2012-08-03T04:00:00.000Z,74.73,169471
4,2012-05-25T04:00:00.000Z,77.47,169455
13,2012-05-18T04:00:00.000Z,65.17,169416
2,2012-01-20T05:00:00.000Z,51.7,169382
4,2012-04-20T04:00:00.000Z,68.6,169276
20,2010-03-05T05:00:00.000Z,31.75,169171
27,2011-11-11T05:00:00.000Z,49.69,169102
13,2012-04-13T04:00:00.000Z,51.7,169091
13,2012-09-28T04:00:00.000Z,64.8,169014
20,2011-07-15T04:00:00.000Z,74.88,169013
4,2011-07-08T04:00:00.000Z,84.59,169000
2,2011-01-07T05:00:00.000Z,44.69,168985
14,2011-07-15T04:00:00.000Z,78.47,168959
4,2011-09-16T04:00:00.000Z,72.76,168868
10,2012-02-24T05:00:00.000Z,56.02,168827
20,2011-04-15T04:00:00.000Z,55,168593
20,2011-10-21T04:00:00.000Z,53.69,168520
13,2012-08-24T04:00:00.000Z,77.37,168513
13,2012-05-04T04:00:00.000Z,54.41,168439
2,2012-07-13T04:00:00.000Z,80.17,168346
14,2010-07-23T04:00:00.000Z,81.46,168341
27,2010-11-12T05:00:00.000Z,45.9,168329
4,2012-08-24T04:00:00.000Z,75.76,168317
14,2012-04-20T04:00:00.000Z,63.13,168230
14,2010-07-30T04:00:00.000Z,79.78,168187
4,2011-09-09T04:00:00.000Z,73.34,168014
27,2010-09-10T04:00:00.000Z,70.38,167663
20,2012-02-24T05:00:00.000Z,39.79,167621
31,2010-12-24T05:00:00.000Z,51.29,167602
4,2011-08-12T04:00:00.000Z,82.98,167571
14,2010-03-26T04:00:00.000Z,54.36,167513
2,2011-01-21T05:00:00.000Z,41.4,167388
4,2012-08-03T04:00:00.000Z,83.86,167251
4,2011-06-10T04:00:00.000Z,80.05,167234
2,2012-05-18T04:00:00.000Z,71.27,167197
13,2012-08-31T04:00:00.000Z,79.18,167187
20,2010-09-03T04:00:00.000Z,75.5,167021
2,2012-03-02T05:00:00.000Z,58.79,166967
14,2012-07-06T04:00:00.000Z,82.99,166957
14,2011-06-24T04:00:00.000Z,74.85,166873
13,2010-02-05T05:00:00.000Z,31.53,166872
20,2011-07-08T04:00:00.000Z,74.69,166810
45,2010-12-24T05:00:00.000Z,30.59,166757
20,2010-07-16T04:00:00.000Z,75.14,166720
2,2010-06-18T04:00:00.000Z,85.81,166582
27,2011-12-16T05:00:00.000Z,40.68,166498
2,2010-04-02T04:00:00.000Z,63.27,166476
4,2011-10-14T04:00:00.000Z,63.75,166415
4,2012-01-27T05:00:00.000Z,40.31,166186
2,2010-06-11T04:00:00.000Z,83.4,165917
2,2011-03-11T05:00:00.000Z,52.7,165774
4,2010-02-05T05:00:00.000Z,43.76,165766
10,2010-08-20T04:00:00.000Z,89.88,165742
2,2010-06-04T04:00:00.000Z,81.81,165734
1,2011-11-11T05:00:00.000Z,59.11,165723
4,2011-07-01T04:00:00.000Z,84.54,165692
1,2011-12-09T05:00:00.000Z,43.93,165633
14,2012-06-01T04:00:00.000Z,74.48,165599
13,2011-10-28T04:00:00.000Z,47.41,165501
13,2012-03-23T04:00:00.000Z,47.83,165499
10,2011-11-11T05:00:00.000Z,55.28,165484
13,2011-08-19T04:00:00.000Z,76.68,165405
20,2010-05-14T04:00:00.000Z,55.91,165388
20,2010-09-10T04:00:00.000Z,65.02,165313
20,2011-01-07T05:00:00.000Z,31.43,165285
14,2011-05-13T04:00:00.000Z,60.38,165096
1,2012-04-06T04:00:00.000Z,70.43,165040
2,2011-03-04T05:00:00.000Z,57.77,165034
31,2011-12-23T05:00:00.000Z,46.54,164986
4,2011-02-04T05:00:00.000Z,34.61,164933
4,2012-10-26T04:00:00.000Z,63.64,164892
20,2010-10-15T04:00:00.000Z,59.17,164808
14,2012-04-13T04:00:00.000Z,51.83,164790
20,2011-02-18T05:00:00.000Z,42.95,164733
14,2012-03-23T04:00:00.000Z,59.45,164732
2,2011-09-09T04:00:00.000Z,77.97,164688
4,2012-05-11T04:00:00.000Z,67.64,164658
27,2010-12-10T05:00:00.000Z,30.83,164607
27,2010-04-02T04:00:00.000Z,46.9,164575
2,2012-02-24T05:00:00.000Z,54.63,164492
14,2012-10-26T04:00:00.000Z,58.85,164464
13,2012-06-22T04:00:00.000Z,72.89,164442
2,2012-07-20T04:00:00.000Z,83.23,164393
4,2011-06-24T04:00:00.000Z,81.85,164350
20,2011-09-02T04:00:00.000Z,70.82,164320
20,2010-02-19T05:00:00.000Z,25.43,164314
13,2012-05-25T04:00:00.000Z,62.39,164272
4,2011-07-15T04:00:00.000Z,83.27,164207
4,2012-06-01T04:00:00.000Z,77.41,164194
2,2012-05-04T04:00:00.000Z,76.73,164193
2,2012-04-20T04:00:00.000Z,65.69,164123
10,2011-11-04T04:00:00.000Z,68.57,164086
2,2011-10-14T04:00:00.000Z,71.67,164034
27,2011-09-09T04:00:00.000Z,70.93,163926
4,2012-04-13T04:00:00.000Z,68.69,163876
2,2011-09-16T04:00:00.000Z,78.85,163843
35,2010-02-05T05:00:00.000Z,27.19,163571
4,2011-09-23T04:00:00.000Z,69.23,163452
4,2012-09-28T04:00:00.000Z,71.74,163451
2,2011-03-18T04:00:00.000Z,62.32,163449
4,2010-02-12T05:00:00.000Z,28.84,163407
13,2011-08-05T04:00:00.000Z,75.56,163357
2,2010-03-05T05:00:00.000Z,47.17,163301
4,2010-11-12T05:00:00.000Z,52.65,163300
2,2011-10-21T04:00:00.000Z,64.53,163290
14,2012-08-10T04:00:00.000Z,78.65,163285
4,2011-07-22T04:00:00.000Z,82.84,163242
10,2010-11-12T05:00:00.000Z,61.24,163229
14,2012-01-27T05:00:00.000Z,37.93,163197
20,2011-03-04T05:00:00.000Z,37.33,163169
4,2011-09-02T04:00:00.000Z,77.99,163046
14,2012-05-18T04:00:00.000Z,66.3,163029
20,2010-04-02T04:00:00.000Z,51,163023
2,2010-05-07T04:00:00.000Z,71.28,163001
14,2011-06-03T04:00:00.000Z,76.38,162995
4,2012-03-23T04:00:00.000Z,59.07,162950
13,2010-07-02T04:00:00.000Z,78.82,162736
4,2011-04-22T04:00:00.000Z,68.8,162671
27,2011-12-09T05:00:00.000Z,46.28,162590
13,2012-06-29T04:00:00.000Z,82,162573
4,2011-02-18T05:00:00.000Z,48.17,162413
27,2011-11-18T05:00:00.000Z,51.42,162411
13,2011-06-17T04:00:00.000Z,63.35,162202
13,2011-07-15T04:00:00.000Z,75.59,162175
10,2012-02-03T05:00:00.000Z,56.85,162153
27,2010-11-19T05:00:00.000Z,50.81,162117
