id,s_date,cpi,max_ws
27,2010-12-24T05:00:00.000Z,136.597,230034
35,2010-12-24T05:00:00.000Z,136.597,229484
14,2011-12-09T05:00:00.000Z,188.654,227088
39,2010-12-24T05:00:00.000Z,210.181,226252
23,2010-12-24T05:00:00.000Z,132.748,225156
39,2011-12-23T05:00:00.000Z,218.054,225134
14,2012-04-06T04:00:00.000Z,190.685,224918
20,2011-12-23T05:00:00.000Z,212.236,224650
22,2010-12-24T05:00:00.000Z,136.597,223966
7,2011-11-25T05:00:00.000Z,195.77,222921
10,2011-02-11T05:00:00.000Z,127.859,222651
14,2011-10-07T04:00:00.000Z,187.484,221834
14,2010-12-10T05:00:00.000Z,182.552,221013
32,2011-11-25T05:00:00.000Z,195.77,220380
10,2010-12-03T05:00:00.000Z,126.731,218560
32,2010-11-26T05:00:00.000Z,191.012,217016
4,2010-12-17T05:00:00.000Z,126.879,216877
14,2011-09-09T04:00:00.000Z,186.674,214449
14,2010-03-05T05:00:00.000Z,182.12,214383
14,2012-03-09T05:00:00.000Z,190.336,213636
14,2012-02-10T05:00:00.000Z,189.708,213557
13,2010-12-17T05:00:00.000Z,126.879,211387
20,2011-12-16T05:00:00.000Z,212.068,210878
14,2010-10-08T04:00:00.000Z,182.764,210597
19,2010-12-24T05:00:00.000Z,132.748,210462
14,2011-12-16T05:00:00.000Z,188.798,209599
20,2012-04-06T04:00:00.000Z,214.239,209580
14,2011-11-04T04:00:00.000Z,187.97,208505
14,2011-02-04T05:00:00.000Z,183.441,207825
10,2011-02-18T05:00:00.000Z,127.995,207773
6,2010-12-24T05:00:00.000Z,212.917,207052
14,2010-11-05T04:00:00.000Z,182.946,206935
14,2012-01-06T05:00:00.000Z,189.194,206872
12,2011-12-23T05:00:00.000Z,129.985,206594
14,2012-06-08T04:00:00.000Z,191.016,206576
24,2011-11-25T05:00:00.000Z,136.479,206506
14,2011-11-11T05:00:00.000Z,188.063,206465
14,2010-05-07T04:00:00.000Z,181.647,206160
14,2011-04-08T04:00:00.000Z,185.364,206017
2,2010-11-19T05:00:00.000Z,211.547,205829
23,2011-12-23T05:00:00.000Z,136.588,205813
10,2011-02-25T05:00:00.000Z,128.13,205508
10,2011-12-16T05:00:00.000Z,129.898,205407
14,2010-09-10T04:00:00.000Z,182.598,205315
14,2010-02-26T05:00:00.000Z,182.077,205251
20,2012-02-10T05:00:00.000Z,213.119,205200
2,2011-12-16T05:00:00.000Z,218.822,204935
2,2011-11-18T05:00:00.000Z,217.867,204812
14,2010-08-06T04:00:00.000Z,182.532,204695
13,2011-12-16T05:00:00.000Z,129.898,204198
1,2011-11-25T05:00:00.000Z,218.468,203670
14,2010-04-02T04:00:00.000Z,181.866,203457
11,2011-12-23T05:00:00.000Z,222.826,202870
18,2010-12-24T05:00:00.000Z,132.748,202655
10,2010-02-12T05:00:00.000Z,126.496,202622
27,2011-12-23T05:00:00.000Z,140.529,202270
4,2011-11-18T05:00:00.000Z,129.827,202030
2,2010-12-17T05:00:00.000Z,211.065,201863
14,2012-05-04T04:00:00.000Z,190.922,200790
14,2010-11-12T05:00:00.000Z,182.992,200451
14,2011-03-04T05:00:00.000Z,184.388,200367
20,2011-11-11T05:00:00.000Z,210.981,199274
10,2011-02-04T05:00:00.000Z,127.72,198884
14,2011-01-07T05:00:00.000Z,182.598,198789
25,2010-11-26T05:00:00.000Z,204.962,198720
14,2010-09-03T04:00:00.000Z,182.604,198705
13,2011-11-18T05:00:00.000Z,129.827,198587
14,2012-02-03T05:00:00.000Z,189.612,198551
14,2010-07-02T04:00:00.000Z,182.319,198349
20,2011-12-09T05:00:00.000Z,211.867,198054
45,2011-11-25T05:00:00.000Z,188.35,198041
20,2012-01-13T05:00:00.000Z,212.739,197650
14,2010-11-19T05:00:00.000Z,182.899,197466
14,2011-08-05T04:00:00.000Z,186.373,197416
20,2010-12-10T05:00:00.000Z,204.688,197375
14,2010-03-12T05:00:00.000Z,182.163,197070
20,2011-11-18T05:00:00.000Z,211.185,196839
1,2010-11-26T05:00:00.000Z,211.748,196810
14,2011-05-06T04:00:00.000Z,185.937,196628
26,2010-11-26T05:00:00.000Z,132.837,196616
2,2011-12-09T05:00:00.000Z,218.605,195954
4,2011-12-16T05:00:00.000Z,129.898,195604
2,2011-02-11T05:00:00.000Z,212.593,195483
13,2011-11-11T05:00:00.000Z,129.817,195400
20,2010-02-05T05:00:00.000Z,204.247,195224
13,2011-10-07T04:00:00.000Z,129.694,194865
1,2011-12-23T05:00:00.000Z,219.358,194840
20,2012-03-09T05:00:00.000Z,213.871,194732
14,2010-06-11T04:00:00.000Z,182.432,194724
17,2011-11-25T05:00:00.000Z,129.836,194661
13,2011-12-09T05:00:00.000Z,129.856,194474
14,2012-05-11T04:00:00.000Z,190.976,194035
20,2012-08-10T04:00:00.000Z,214.748,194032
2,2012-10-05T04:00:00.000Z,222.816,192861
18,2011-12-23T05:00:00.000Z,136.588,192696
14,2011-11-18T05:00:00.000Z,188.198,192681
2,2012-10-12T04:00:00.000Z,223.015,192456
14,2010-02-19T05:00:00.000Z,182.035,192282
19,2011-12-23T05:00:00.000Z,136.588,192010
10,2010-03-05T05:00:00.000Z,126.578,191990
14,2010-07-09T04:00:00.000Z,182.257,191982
20,2012-07-13T04:00:00.000Z,214.728,191882
14,2011-04-22T04:00:00.000Z,185.668,191841
14,2011-03-11T05:00:00.000Z,184.613,191167
20,2012-10-12T04:00:00.000Z,216.115,191136
2,2011-11-11T05:00:00.000Z,217.646,190980
14,2011-06-10T04:00:00.000Z,185.649,190737
20,2011-01-14T05:00:00.000Z,204.703,190729
14,2012-09-07T04:00:00.000Z,191.578,190580
14,2012-03-02T05:00:00.000Z,190.171,190545
20,2010-12-17T05:00:00.000Z,204.632,190354
10,2012-02-17T05:00:00.000Z,130.455,190138
14,2010-06-04T04:00:00.000Z,182.239,190128
25,2011-11-25T05:00:00.000Z,211.412,189533
20,2011-02-04T05:00:00.000Z,205.733,189494
14,2011-02-11T05:00:00.000Z,183.702,189115
20,2012-06-08T04:00:00.000Z,214.553,188979
2,2010-12-10T05:00:00.000Z,211.125,188810
14,2011-07-08T04:00:00.000Z,186.032,188688
14,2010-06-18T04:00:00.000Z,182.442,188046
14,2011-10-14T04:00:00.000Z,187.692,187911
14,2010-05-28T04:00:00.000Z,182.046,187739
20,2011-10-07T04:00:00.000Z,210.117,187148
20,2012-10-05T04:00:00.000Z,215.926,187027
2,2012-02-17T05:00:00.000Z,220.065,186889
4,2012-02-10T05:00:00.000Z,130.385,186880
20,2012-09-14T04:00:00.000Z,215.358,186759
4,2012-01-13T05:00:00.000Z,130.244,186644
4,2012-10-05T04:00:00.000Z,131.076,186275
4,2011-12-09T05:00:00.000Z,129.856,186204
20,2011-11-04T04:00:00.000Z,210.836,186065
10,2010-02-26T05:00:00.000Z,126.552,186002
35,2011-12-23T05:00:00.000Z,140.529,185794
14,2012-02-17T05:00:00.000Z,189.842,185745
14,2012-01-20T05:00:00.000Z,189.421,185683
13,2012-03-16T04:00:00.000Z,130.826,185619
20,2012-02-17T05:00:00.000Z,213.273,185463
4,2012-04-06T04:00:00.000Z,131.038,185383
20,2012-07-06T04:00:00.000Z,214.687,185215
2,2012-04-06T04:00:00.000Z,221.074,185061
10,2010-02-19T05:00:00.000Z,126.526,184982
13,2012-10-12T04:00:00.000Z,131.108,184760
20,2012-05-11T04:00:00.000Z,214.532,184634
20,2010-04-16T04:00:00.000Z,203.731,184592
2,2012-02-10T05:00:00.000Z,219.905,184489
13,2012-10-19T04:00:00.000Z,131.15,184451
13,2012-02-10T05:00:00.000Z,130.385,184390
14,2012-02-24T05:00:00.000Z,190.007,184077
13,2012-01-20T05:00:00.000Z,130.279,183931
4,2012-01-06T05:00:00.000Z,130.158,183928
13,2012-02-17T05:00:00.000Z,130.455,183900
20,2012-01-20T05:00:00.000Z,212.834,183871
13,2012-10-26T04:00:00.000Z,131.193,183484
14,2011-10-28T04:00:00.000Z,187.877,183447
20,2012-02-03T05:00:00.000Z,213.024,183394
7,2010-11-26T05:00:00.000Z,191.012,183338
2,2011-02-04T05:00:00.000Z,212.224,183305
13,2012-06-15T04:00:00.000Z,130.83,183229
14,2010-05-21T04:00:00.000Z,181.854,183183
14,2010-04-23T04:00:00.000Z,181.677,183147
20,2011-10-14T04:00:00.000Z,210.403,182995
4,2011-11-11T05:00:00.000Z,129.817,182940
4,2010-11-19T05:00:00.000Z,126.607,182936
13,2012-03-09T05:00:00.000Z,130.741,182559
20,2012-06-15T04:00:00.000Z,214.565,182449
27,2011-08-26T04:00:00.000Z,140.163,182446
13,2012-09-07T04:00:00.000Z,130.933,182297
2,2012-09-07T04:00:00.000Z,222.075,182189
14,2010-10-15T04:00:00.000Z,182.811,182166
2,2010-02-12T05:00:00.000Z,210.898,182143
2,2012-01-13T05:00:00.000Z,219.533,182047
13,2012-08-17T04:00:00.000Z,130.791,182032
13,2011-11-04T04:00:00.000Z,129.805,181936
23,2010-12-17T05:00:00.000Z,132.68,181905
13,2012-04-06T04:00:00.000Z,131.038,181895
4,2012-02-17T05:00:00.000Z,130.455,181813
14,2010-08-13T04:00:00.000Z,182.623,181730
2,2011-01-14T05:00:00.000Z,211.118,181576
13,2012-10-05T04:00:00.000Z,131.076,181472
1,2010-12-24T05:00:00.000Z,211.405,181376
2,2012-06-08T04:00:00.000Z,221.388,181332
2,2010-11-12T05:00:00.000Z,211.661,181297
13,2012-04-20T04:00:00.000Z,131.117,181184
20,2010-08-13T04:00:00.000Z,204.853,181158
14,2011-10-21T04:00:00.000Z,187.785,181128
4,2012-09-14T04:00:00.000Z,130.978,180938
20,2010-11-12T05:00:00.000Z,205.21,180840
22,2011-12-23T05:00:00.000Z,140.529,180773
14,2010-10-22T04:00:00.000Z,182.856,180586
14,2010-04-09T04:00:00.000Z,181.76,180584
14,2011-05-20T04:00:00.000Z,185.966,180525
14,2010-08-20T04:00:00.000Z,182.617,180468
4,2012-01-20T05:00:00.000Z,130.279,180360
14,2011-02-25T05:00:00.000Z,184.163,180355
14,2012-05-25T04:00:00.000Z,191.003,180252
41,2010-12-24T05:00:00.000Z,191.143,180251
14,2010-09-17T04:00:00.000Z,182.623,179946
13,2012-07-20T04:00:00.000Z,130.701,179823
20,2012-01-06T05:00:00.000Z,212.571,179796
13,2012-06-08T04:00:00.000Z,130.89,179696
13,2012-09-21T04:00:00.000Z,131.01,179575
4,2012-10-12T04:00:00.000Z,131.108,179527
2,2012-09-14T04:00:00.000Z,222.217,179420
13,2012-03-02T05:00:00.000Z,130.646,179408
14,2012-03-16T04:00:00.000Z,190.462,179179
4,2011-11-04T04:00:00.000Z,129.805,179147
2,2012-07-06T04:00:00.000Z,221.521,179105
2,2010-02-05T05:00:00.000Z,210.753,178983
20,2010-07-02T04:00:00.000Z,204.465,178966
14,2011-03-18T04:00:00.000Z,184.81,178875
14,2010-06-25T04:00:00.000Z,182.381,178621
20,2012-08-17T04:00:00.000Z,214.826,178604
13,2012-07-06T04:00:00.000Z,130.72,178572
4,2012-06-15T04:00:00.000Z,130.83,178542
13,2012-01-13T05:00:00.000Z,130.244,178456
4,2012-02-03T05:00:00.000Z,130.35,178296
14,2011-09-23T04:00:00.000Z,187.03,178289
13,2012-01-06T05:00:00.000Z,130.158,178258
20,2010-11-05T04:00:00.000Z,205.161,178190
4,2011-10-07T04:00:00.000Z,129.694,178151
14,2012-01-13T05:00:00.000Z,189.326,178049
20,2012-09-07T04:00:00.000Z,215.219,178043
14,2010-03-19T04:00:00.000Z,182.078,178029
4,2012-09-07T04:00:00.000Z,130.933,177979
35,2010-02-19T05:00:00.000Z,135.466,177836
14,2010-12-03T05:00:00.000Z,182.668,177804
14,2010-07-16T04:00:00.000Z,182.26,177803
20,2011-09-09T04:00:00.000Z,209.023,177797
14,2011-01-14T05:00:00.000Z,182.659,177641
41,2011-12-23T05:00:00.000Z,196.171,177638
27,2010-02-05T05:00:00.000Z,135.352,177606
10,2010-12-10T05:00:00.000Z,126.793,177442
14,2011-09-16T04:00:00.000Z,186.802,177438
4,2012-10-19T04:00:00.000Z,131.15,177407
2,2012-01-06T05:00:00.000Z,219.355,177356
4,2011-06-17T04:00:00.000Z,129.043,177156
17,2010-11-26T05:00:00.000Z,126.669,177156
14,2010-05-14T04:00:00.000Z,181.661,177116
2,2012-03-09T05:00:00.000Z,220.697,177088
14,2010-04-30T04:00:00.000Z,181.662,177014
20,2012-03-16T04:00:00.000Z,214.017,176690
13,2011-10-21T04:00:00.000Z,129.782,176632
20,2011-03-11T05:00:00.000Z,207.188,176574
2,2012-02-03T05:00:00.000Z,219.812,176422
13,2012-02-03T05:00:00.000Z,130.35,176393
2,2011-10-07T04:00:00.000Z,216.696,176376
13,2012-05-11T04:00:00.000Z,131.145,176346
20,2010-11-19T05:00:00.000Z,205.099,176338
4,2012-03-09T05:00:00.000Z,130.741,176297
2,2010-11-05T04:00:00.000Z,211.614,176197
13,2012-09-14T04:00:00.000Z,130.978,176190
14,2010-10-29T04:00:00.000Z,182.901,176155
4,2012-09-21T04:00:00.000Z,131.01,176025
2,2012-10-19T04:00:00.000Z,223.06,175972
14,2010-04-16T04:00:00.000Z,181.692,175844
4,2012-07-06T04:00:00.000Z,130.72,175793
4,2012-06-08T04:00:00.000Z,130.89,175664
14,2011-04-15T04:00:00.000Z,185.534,175531
14,2011-04-01T04:00:00.000Z,185.179,175474
10,2011-03-04T05:00:00.000Z,128.265,175472
14,2011-07-01T04:00:00.000Z,185.912,175469
14,2010-08-27T04:00:00.000Z,182.61,175412
4,2012-08-17T04:00:00.000Z,130.791,175362
6,2011-12-23T05:00:00.000Z,220.948,175338
2,2012-03-16T04:00:00.000Z,220.85,175209
20,2011-02-11T05:00:00.000Z,206.076,175121
4,2012-03-16T04:00:00.000Z,130.826,175034
24,2010-12-24T05:00:00.000Z,132.748,174889
14,2011-08-12T04:00:00.000Z,186.451,174877
14,2011-02-18T05:00:00.000Z,183.937,174864
13,2011-10-14T04:00:00.000Z,129.771,174861
20,2010-05-28T04:00:00.000Z,204.141,174715
27,2010-03-12T05:00:00.000Z,135.627,174608
20,2011-06-10T04:00:00.000Z,208.154,174558
20,2011-09-16T04:00:00.000Z,209.189,174558
27,2010-02-19T05:00:00.000Z,135.466,174347
14,2010-10-01T04:00:00.000Z,182.717,174220
14,2011-06-17T04:00:00.000Z,185.672,174198
26,2011-11-25T05:00:00.000Z,136.479,174138
20,2011-04-22T04:00:00.000Z,208.478,174113
1,2011-12-16T05:00:00.000Z,219.179,173806
2,2011-11-04T04:00:00.000Z,217.485,173785
14,2011-01-21T05:00:00.000Z,182.919,173772
20,2011-08-12T04:00:00.000Z,208.782,173616
20,2010-06-11T04:00:00.000Z,204.668,173594
20,2011-04-08T04:00:00.000Z,208.109,173517
20,2010-10-08T04:00:00.000Z,204.952,173432
20,2012-03-02T05:00:00.000Z,213.672,173383
10,2011-03-11T05:00:00.000Z,128.4,173300
20,2010-07-09T04:00:00.000Z,204.363,173247
4,2012-05-04T04:00:00.000Z,131.136,173056
4,2012-05-18T04:00:00.000Z,131.098,173005
2,2012-08-17T04:00:00.000Z,221.675,173002
20,2011-08-05T04:00:00.000Z,208.719,172937
2,2010-03-12T05:00:00.000Z,211.038,172794
20,2010-05-07T04:00:00.000Z,203.61,172764
4,2012-02-24T05:00:00.000Z,130.55,172570
13,2011-09-16T04:00:00.000Z,129.431,172475
4,2012-08-10T04:00:00.000Z,130.756,172350
14,2011-12-02T05:00:00.000Z,188.502,172338
20,2010-06-04T04:00:00.000Z,204.404,172257
14,2011-03-25T04:00:00.000Z,184.994,172112
14,2011-09-30T04:00:00.000Z,187.257,172058
21,2011-12-23T05:00:00.000Z,219,172053
4,2012-07-20T04:00:00.000Z,130.701,171958
13,2011-09-30T04:00:00.000Z,129.606,171956
13,2012-08-10T04:00:00.000Z,130.756,171785
13,2012-08-03T04:00:00.000Z,130.738,171598
20,2010-06-18T04:00:00.000Z,204.67,171577
4,2011-08-19T04:00:00.000Z,129.241,171554
14,2011-05-27T04:00:00.000Z,185.86,171545
20,2012-10-19T04:00:00.000Z,216.146,171538
20,2012-09-21T04:00:00.000Z,215.548,171529
14,2012-03-30T04:00:00.000Z,190.611,171499
4,2011-10-21T04:00:00.000Z,129.782,171337
4,2011-02-11T05:00:00.000Z,127.859,171158
13,2012-02-24T05:00:00.000Z,130.55,171124
2,2012-04-13T04:00:00.000Z,221.148,170989
14,2010-09-24T04:00:00.000Z,182.67,170831
2,2010-02-19T05:00:00.000Z,210.945,170826
14,2011-08-19T04:00:00.000Z,186.509,170691
13,2010-11-19T05:00:00.000Z,126.607,170623
35,2010-02-12T05:00:00.000Z,135.411,170582
4,2012-07-13T04:00:00.000Z,130.683,170508
1,2011-11-18T05:00:00.000Z,218.221,170303
2,2012-08-10T04:00:00.000Z,221.595,170284
13,2010-12-10T05:00:00.000Z,126.793,170171
4,2012-06-22T04:00:00.000Z,130.793,170132
20,2012-04-13T04:00:00.000Z,214.313,170128
2,2012-08-03T04:00:00.000Z,221.587,170120
4,2012-03-02T05:00:00.000Z,130.646,170056
20,2010-02-12T05:00:00.000Z,204.386,170044
2,2012-08-31T04:00:00.000Z,221.942,169994
13,2012-01-27T05:00:00.000Z,130.314,169990
2,2012-06-15T04:00:00.000Z,221.401,169932
20,2012-05-04T04:00:00.000Z,214.477,169895
27,2010-12-17T05:00:00.000Z,136.529,169859
4,2012-06-29T04:00:00.000Z,130.756,169858
2,2012-05-11T04:00:00.000Z,221.363,169819
2,2012-10-26T04:00:00.000Z,223.078,169784
14,2012-04-27T04:00:00.000Z,190.868,169755
13,2012-07-13T04:00:00.000Z,130.683,169696
2,2012-09-21T04:00:00.000Z,222.417,169646
14,2012-10-05T04:00:00.000Z,192.17,169519
20,2012-08-03T04:00:00.000Z,214.743,169471
4,2012-05-25T04:00:00.000Z,131.029,169455
13,2012-05-18T04:00:00.000Z,131.098,169416
2,2012-01-20T05:00:00.000Z,219.626,169382
4,2012-04-20T04:00:00.000Z,131.117,169276
20,2010-03-05T05:00:00.000Z,204.494,169171
27,2011-11-11T05:00:00.000Z,140.411,169102
13,2012-04-13T04:00:00.000Z,131.108,169091
13,2012-09-28T04:00:00.000Z,131.043,169014
20,2011-07-15T04:00:00.000Z,208.531,169013
4,2011-07-08T04:00:00.000Z,129.113,169000
2,2011-01-07T05:00:00.000Z,211.065,168985
14,2011-07-15T04:00:00.000Z,186.14,168959
4,2011-09-16T04:00:00.000Z,129.431,168868
10,2012-02-24T05:00:00.000Z,130.55,168827
20,2011-04-15T04:00:00.000Z,208.317,168593
20,2011-10-21T04:00:00.000Z,210.547,168520
13,2012-08-24T04:00:00.000Z,130.838,168513
13,2012-05-04T04:00:00.000Z,131.136,168439
2,2012-07-13T04:00:00.000Z,221.562,168346
14,2010-07-23T04:00:00.000Z,182.351,168341
27,2010-11-12T05:00:00.000Z,136.835,168329
4,2012-08-24T04:00:00.000Z,130.838,168317
14,2012-04-20T04:00:00.000Z,190.814,168230
14,2010-07-30T04:00:00.000Z,182.442,168187
4,2011-09-09T04:00:00.000Z,129.369,168014
27,2010-09-10T04:00:00.000Z,136.621,167663
20,2012-02-24T05:00:00.000Z,213.473,167621
31,2010-12-24T05:00:00.000Z,211.065,167602
4,2011-08-12T04:00:00.000Z,129.202,167571
14,2010-03-26T04:00:00.000Z,181.972,167513
2,2011-01-21T05:00:00.000Z,211.486,167388
4,2012-08-03T04:00:00.000Z,130.738,167251
4,2011-06-10T04:00:00.000Z,129.036,167234
2,2012-05-18T04:00:00.000Z,221.38,167197
13,2012-08-31T04:00:00.000Z,130.885,167187
20,2010-09-03T04:00:00.000Z,204.758,167021
2,2012-03-02T05:00:00.000Z,220.487,166967
14,2012-07-06T04:00:00.000Z,191.134,166957
14,2011-06-24T04:00:00.000Z,185.792,166873
13,2010-02-05T05:00:00.000Z,126.442,166872
20,2011-07-08T04:00:00.000Z,208.439,166810
45,2010-12-24T05:00:00.000Z,182.545,166757
20,2010-07-16T04:00:00.000Z,204.357,166720
2,2010-06-18T04:00:00.000Z,211.11,166582
27,2011-12-16T05:00:00.000Z,140.47,166498
2,2010-04-02T04:00:00.000Z,210.48,166476
4,2011-10-14T04:00:00.000Z,129.771,166415
4,2012-01-27T05:00:00.000Z,130.314,166186
2,2010-06-11T04:00:00.000Z,211.112,165917
2,2011-03-11T05:00:00.000Z,213.765,165774
4,2010-02-05T05:00:00.000Z,126.442,165766
10,2010-08-20T04:00:00.000Z,126.077,165742
2,2010-06-04T04:00:00.000Z,210.834,165734
1,2011-11-11T05:00:00.000Z,217.998,165723
4,2011-07-01T04:00:00.000Z,129.089,165692
1,2011-12-09T05:00:00.000Z,218.962,165633
14,2012-06-01T04:00:00.000Z,191.009,165599
13,2011-10-28T04:00:00.000Z,129.794,165501
13,2012-03-23T04:00:00.000Z,130.897,165499
10,2011-11-11T05:00:00.000Z,129.817,165484
13,2011-08-19T04:00:00.000Z,129.241,165405
20,2010-05-14T04:00:00.000Z,203.613,165388
20,2010-09-10T04:00:00.000Z,204.727,165313
20,2011-01-07T05:00:00.000Z,204.649,165285
14,2011-05-13T04:00:00.000Z,186.072,165096
1,2012-04-06T04:00:00.000Z,221.436,165040
2,2011-03-04T05:00:00.000Z,213.478,165034
31,2011-12-23T05:00:00.000Z,219,164986
4,2011-02-04T05:00:00.000Z,127.72,164933
4,2012-10-26T04:00:00.000Z,131.193,164892
20,2010-10-15T04:00:00.000Z,205.014,164808
14,2012-04-13T04:00:00.000Z,190.76,164790
20,2011-02-18T05:00:00.000Z,206.369,164733
14,2012-03-23T04:00:00.000Z,190.536,164732
2,2011-09-09T04:00:00.000Z,215.515,164688
4,2012-05-11T04:00:00.000Z,131.145,164658
27,2010-12-10T05:00:00.000Z,136.526,164607
27,2010-04-02T04:00:00.000Z,135.747,164575
2,2012-02-24T05:00:00.000Z,220.276,164492
14,2012-10-26T04:00:00.000Z,192.309,164464
13,2012-06-22T04:00:00.000Z,130.793,164442
2,2012-07-20T04:00:00.000Z,221.57,164393
4,2011-06-24T04:00:00.000Z,129.066,164350
20,2011-09-02T04:00:00.000Z,208.963,164320
20,2010-02-19T05:00:00.000Z,204.432,164314
13,2012-05-25T04:00:00.000Z,131.029,164272
4,2011-07-15T04:00:00.000Z,129.134,164207
4,2012-06-01T04:00:00.000Z,130.959,164194
2,2012-05-04T04:00:00.000Z,221.31,164193
2,2012-04-20T04:00:00.000Z,221.202,164123
10,2011-11-04T04:00:00.000Z,129.805,164086
2,2011-10-14T04:00:00.000Z,217.005,164034
27,2011-09-09T04:00:00.000Z,140.231,163926
4,2012-04-13T04:00:00.000Z,131.108,163876
2,2011-09-16T04:00:00.000Z,215.694,163843
35,2010-02-05T05:00:00.000Z,135.352,163571
4,2011-09-23T04:00:00.000Z,129.518,163452
4,2012-09-28T04:00:00.000Z,131.043,163451
2,2011-03-18T04:00:00.000Z,214.016,163449
4,2010-02-12T05:00:00.000Z,126.496,163407
13,2011-08-05T04:00:00.000Z,129.185,163357
2,2010-03-05T05:00:00.000Z,211.007,163301
4,2010-11-12T05:00:00.000Z,126.546,163300
2,2011-10-21T04:00:00.000Z,217.165,163290
14,2012-08-10T04:00:00.000Z,191.163,163285
4,2011-07-22T04:00:00.000Z,129.151,163242
10,2010-11-12T05:00:00.000Z,126.546,163229
14,2012-01-27T05:00:00.000Z,189.517,163197
20,2011-03-04T05:00:00.000Z,206.915,163169
4,2011-09-02T04:00:00.000Z,129.326,163046
14,2012-05-18T04:00:00.000Z,190.996,163029
20,2010-04-02T04:00:00.000Z,204.025,163023
2,2010-05-07T04:00:00.000Z,210.001,163001
14,2011-06-03T04:00:00.000Z,185.755,162995
4,2012-03-23T04:00:00.000Z,130.897,162950
13,2010-07-02T04:00:00.000Z,126.139,162736
4,2011-04-22T04:00:00.000Z,128.955,162671
27,2011-12-09T05:00:00.000Z,140.44,162590
13,2012-06-29T04:00:00.000Z,130.756,162573
4,2011-02-18T05:00:00.000Z,127.995,162413
27,2011-11-18T05:00:00.000Z,140.413,162411
13,2011-06-17T04:00:00.000Z,129.043,162202
13,2011-07-15T04:00:00.000Z,129.134,162175
10,2012-02-03T05:00:00.000Z,130.35,162153
27,2010-11-19T05:00:00.000Z,136.772,162117
